1000 outputs of genrand64_int64()
 5403394375731084374 12175453720618652059  2879494069955050550 12099390766889809976  9785708794154961368 
14106688613433800453  8833748502953160738 18208361745427646235  8489273603193019231 11193994291351776640 
 7623010342643770178  1850207598874080845  1122376251024483923 14437613665341671288 15458091518416406646 
12650726126342282146 15602544077672765054 13300441287064445746 14949982029990284737 11485371642875179448 
13469123031198860961  6605844082482307738 17993567871043688269  8266114690382408357 11836548078655131927 
17890746368615998221 13417530578514006848  2779320771236243255  9045222460933250472 17443426289437687298 
 8511610046231820451  4777343918801043989 16421653363968200294 11919506251660623294  8979728841077982104 
17101545123887175800 11782205241321443730 15605800105017549494 14487622381326164574 15026357191794862602 
10924308009997348750 10800237176913239926  3803770464509023619  7175742271386213389  3945546674789075741 
  365343460957885139  3375583544113367874    43494524627079570  7046031047524481591  8420291712137436471 
10319842562177233220  6301451530864731031 15085851905434872894   825327015692588186 12808544591517251446 
 2796635515577956546   630228363426816207    74843979294503525  9340601146360927929   780656922945418819 
17752888420438516911 13795789910462443279   970327194753272578  7533378033836192552  8763769440600651370 
 3372572874028660282 12141565379393993240  3489204770470279088  2603704620582540455 16891114967633145345 
 1583741825648633029 16173508108427727477 11817205147304655670  1116974798408685336  3114475243797186228 
  467865145270231017  3332050520337972413 12927717266276667259 16995713432929047959 17164975765683373525 
15660437581489587843 14731845526582548781  8081345768184876409 11471203064521913150 13207469064387625903 
14418782682612406421  6642415960789895756  4139767367646017714  5764833918146481266 15952197085512579422 
15913353908664677344  6053258708439635692   242561633921818216  9178161593769240686 10647563781422713400 
18375095866697524779 15815622075068184415 14441831559491764371 16023129654830023818 14643114791667167789 
 3903907004918278236 14820185303782008622 18081407519399875124 15397216102409991356   518659041060694974 
10039452789658994080 11167093172544055576 10192716637971310677 18300441964084855282  1192717279440948718 
17597076589344949013  4550549896858789755  7585344032913279416 13290162379554143554 17082937918956804345 
 6475565768852709929 10835033046240347892 18259391184671039796  8874402408548801304  6054376135076503697 
11359129200048117459  2640257748423754175  1870724314940508529 12584885535602599036  2322462436994602977 
  849474811130004459  6954892159531086657  4036566422972064375 11910142507518729380 16991773832624963262 
14057515828908248291  9555090377903005530 10244379783589552283 13586423407559353857  7782237407182029108 
 4760421699012087311  1671593731315010591 17032942268837333708 13658181725901776851  8718664628070484265 
 6014530963400236275  9900869621545261167  8953700553666808485 15584008934543177433   929470314833908584 
 8696416662909726182 10029051406450763820   144055657273493602  4219733277512982481   168228497251946279 
 9542559656392066854 10567026678803107978  7957206615345999976  7911958988756953400  3125442701361606253 
  734771264712811911  4568584063710891854  7538303675360049840  6268471341086532330  1234354075889158943 
15074597485703711001  6865951109385175343  9681741452234836974   566140064193286829 15256400549022644873 
14202864686268531664  5064205256112318238  9333713571374174354  7211701321157933888  5330538588203260518 
 3304531406366645980 10014734508415992382 14396235900153903361   128112863939336560 12460528728954069735 
15816656107015214875  7499246760557340815 14550384516136436531  4268509343762747835  7247763232726037140 
 1453652744176769730 12240645496025390070  4512199594747454326 16768102827363878925  8195064259895246812 
 4118046199923587143  9571630368742917991  7074412380690830927 17703898333711429475 12816733164869792897 
 5169206180154877055 16663918661056974247  5449166949592399221  6717216748734529509   899737824860370653 
15829624085037774863 16590217778009398100 17847934312053861006  7158916490466943992  5630241771122795453 
17906511820751047143  2725276776107264084  9283182166968848444  6028932059378041507 15814771808168820025 
 6728800768008279342  8601621012236232319  9247316595693074332 17729369379705098253 16408723214065437337 
 1163541950734177510  9376217509399926943  2380591014792831781   691574888742654642 17977172314351296177 
12588517399054543418  4147580799258484412 14425688267829081976 11003230766309220851  7683345014367480044 
  346688841986883944   213654853274685098 17154273278789435678  5888307114493152526  7296006732690784868 
 4397383187482236212 11751944917340455665  8491365867597419237  1175809113518086004  5095449996743753317 
13815965043485702272 16561379502616934424  6398138603984222050  5911916656302787315 18140059339465055515 
17861948365247859118  4028145276792082201  9925371655106635902  8336175319717511388 14385700467224020165 
 4355964666938772534 13967362949597708592 14784418984457668283 18128787380529173943  3667233473313254234 
 8060066442827532200 18206506780656938082 15670504137843089277 17310215208257192199  6174850282199563521 
 2935825243238707564  9417374859225852093  6463926070628815488 14909860677374991619 17800199936809383863 
11190518643131579507   861412606258655837 11963387757646451929  2688114618524873330 17066068616832268676 
15415477672189305987 11954665372148418101   811499510670135617 14858940084314094151 13838422824324726930 
15801619849569066342 15265774799963413464 10226403383391994600   692309430777290521 14870625492957669917 
 7843308802353003247  2046469684519510949  5077708919114594332 15953674817162503621  5304365988747872107 
 6398700319892080531  7578573725074833932  1418559311084030732 15459055652633309070  4171185477840030198 
16601785492035604134  9560109965898490006  9336064995756252561 10973039666091097842 11486652801196074888 
14379100136261803573  6365216572758787161  3293210927122086521  4914028571149465109 13934883329442818408 
17057183695975404763  1718201481070351030 16970616228416528295  3855660153572380162  9770700485820749825 
 8928619599895221268  3908415135501164718  1621381339474969863   572068612026431464  3131695436065705623 
 2029467573232757608 17703013621803062355 16731687498323600886 12167825967882756392 10033704612122279836 
14063251175900727292 16294983851314399580 16916276268380065965  3905453803634143328  1655426299905168041 
12802379650712734020  7146521972822024852  7885236006127584526  3772392664375191950  7888545712296254567 
 5214035519292521236  2493768763005764501    27586169839362256 13647331401431648656 13475778978892327882 
12698581216002065551  6617525874357411415 13426131082018926513 10676701309196086108 12019882801358658580 
11578185125308477602  6902611006159255156  6952278419637593388  3820490953874971182  5192683775866722395 
11025964700470585431 12530504243046138314  1367807616797030161  7115605581978156983   521959718981372137 
15708263256253138047  5478533087147317136 17783890999083659219 10551124748100547635 14932113219119573158 
10474795993342218591 12076194019062250923  2095686489834412309  1684869544797083431  8894739840843002856 
 4328134785159072730  1300522732393984993  8713580246380585295 11891562705141180011  8813823508966848892 
10075271854177183111  6834573641113595406  2953781776273496949  9467873992278285532 14216175256829698047 
 8609399355806322420  4486580934820193738 14878356868261686010   970491444331885506  1958327405770522158 
  324883755380911217  1407123404146392643  8596916815724514886 15207308203397601017  7350586746964426985 
 4396426822512867704 15072269567891116113 14511576370450832352 11061969432340793808  6764125308499833366 
  344894607467766009 12777552169334540053 12657583016434942518  8311441737069682209  6992300779263831966 
11668693182404627549  1638765359375190504  1053355302703669216 13010603927712181347 17419566987827215819 
15548405057166944370 14701431232600213858  1189272619485248061  2029354900133276199  1285935783266332157 
 5798864136135705148  6472695653990357433  7850642522830960513   187183755233298129  7012771201150868944 
 1278863762104653011  1968064545089447249  6583149796222764743 14865659124910034151 11427212863193234404 
14805452317162509829   792336728763571789 16202000884808347412  4937413033913149841 16126242255496732838 
 1778321553449191027 17806206260516183879  2467300873155260205  3585319247988163756  3125165060212389761 
 7757423932939257882  2914138755475320133 15098619032306016309 11664791250168151893 10431113638617639940 
14387464430106472051 14962963558201002161 18120416718110127155  7185807201783521798  7933962442491819667 
 4965090055054535722  7043693655281979473 15348378630452730700 11762874743228202178 18432930315528618882 
 4601851568492622022 13304604626616111575  8956515721615021154  2714489439567452759 12722035860288493457 
15334242121120897944 14992016172674272843  8001455304761378245 11359306974106446125 12128272073104026528 
 9941073341128238182  1675585467128811733 15019784561590689877 11431627912826958444  3082563323157654598 
 9123660398303433994  7914874709570734239 15504005663504470009  1832687171814367408  3798345529104719430 
 5397650085650106147  4583891693419879732 16846488840479903913  7635250903548683594 17503764641962085638 
 5082020397133503908 18117564136734762403 11262400818015907804  8421398993739687064  4295020620716152723 
 2996640335591121845 11638311996640531249  3599820150819191358 17324081188360752631  2476790415728194669 
13357835242518006912 17529766992660980252 15030562479343281740  3277526286822526552 17085203613046099722 
 6087793978640186843 12828176954126191641  7095471241902471019  7044745685376485813 11422937305488492109 
15715225538254146958 10606535430513014434   999789058032048276  4248635330170919796  1520254659359421519 
13744957502886917379  7049827240235155666 17965600987212257124 17098802601296504049  2660996036025453744 
 5035944791709147139 10772847653313551764  1042330123001336018   339874165385249274 15265514401718618671 
 2013723457245746224 16615204183425233148  4239536624293379414  9155596732585473756 12173731872230050834 
10265011713492381054  9618350709592773775  8907398317775138921  6454914467721399550 16062566237986208339 
11640467224265697354 16506604053230176579  1109905568564177449  5774491207751041133 11920179441958302524 
 3267581583718548983 12473784259922429051 11300660838371401933  8568295702086319036 12806561922662081986 
    9270944216581561 10887233063639488677 13504329206779487990 16984359879892975862 15824317140284822959 
13155127655870452267  2518662634172472220 14062873050489768657  8875101699282388555 15953853186517722214 
 6603944478387763867 12674555660460604528  7100169926918505946  8639270599342545113   508021236046389163 
 7033020005018378280  7266967171313613002  1061284129141572179 17953150952904584540  2476288327027413801 
 1115704073201243346  7741192821780531941   682934507906082229 10871541369860308773  5058691750605270150 
14740103240058357933  8822066450564089661  7320888604836911394 12532869407453062795  4343832824151777460 
17115929972502773985  2636823462352764638 13418188550557183193  5177057023489080683 10430872573762612533 
 5726999657818671427  8716956099236865707 13387259076853922102  6231105466693407218  7420017585546194230 
 1287230261567560329 12017400669971207779 15826851362898862970  9377871506821581329  4197198892646103375 
13317979139337628824   611424295462771777 12552402374031854442 14220138280717989489  3400427578403235697 
14691645399138378178  3831201326647781828 17840674052199018743  6069571671351976728  9024344180082528302 
 9112237336212129813 12175648689286127595 10472485781502631024   526957111556130164 17754055940230416821 
17701517091091406461 16697971510647457888 14902407850371854078 13011296422319895896  7344061378892441825 
11941240476356997949  1370326856385652173 10529613716566931825  2031634535333951819 14385311105572261771 
15280402834287163648 14098836286168773843  4167546544181557861 10964102907617520854  8022521445191457140 
 1832886057811683804 12693802919267708948 15569294503850631971  1958971650837708465 17728077369725473234 
 2616685578132696501  4014141120106551200 14382739324331925330 18362704170896821912  5064880687606478093 
 4477816947884602294   419896441407272434 17946791923880539502 12683220415009139458  5676745521446918878 
 6505924728219855926 11301282229434898689 14515500567576033067  3076193394595818521  5656930113663674849 
 2253254619657127694  5377958991376004359 10378598844034331287 16937631849748287962  9703318998377604530 
 2220659449730021837 16040365080340682583 16797990827762971475 12525334505981250469  2852878838474896321 
  673217772107888544 14248738904812584855 11098782713442606239  9053025034601610410  8520329004998171072 
 1031177597408268773 13578898909972250275  4963640105621157953 12451165948094432542 17873323114191192605 
 3914080809360036442 11989087071387457072  8158799688027170217  9229248409059959291   924509213554991787 
  745798025170456006    75658366645406216  7032152368832904209 12602809682849049442  3216588143588669551 
 1280070831623198117  9251595987744525237  9845505609645423581  7919685031286902991 15982201781368301808 
15646909858510083112  9440274361765403632 17727005306204776274  8046636906790221785 12514342125338933523 
 9232953648893551986 15970759442844703960  9224973751192212246  2726787649571398544  5491505582895401702 
16798483773723319857  2512179511923482786  5804252877678903856 16915582954023055416  9537234489287080375 
  983914230827845652 11027012281862993203  6452616571718620990 15587164582189694294 10883489859869357920 
14633237556503830567  3055932828370570972 17836569831020998704 14009723802014477421  8151754890566627823 
14779813691109594055  2651493707621440452 12462590088013883833  8746951751796445207 12312848568570952852 
 8403504848689227821  2828631043150245211 14109691298605075406  1057343106011251817 16711644993844396628 
 5271818095145968943  2185187056568264149 10081545355211053803 10123220141328870673  7588928289362246241 
 2864431020556985932 14585821414439828781  7660863499407096669 17092382591518418635 16228647302048475894 
 4018285612191170178 13070240093967537400  8722728084001036322 12970844292314409796 15653746495387146323 
 6887857760966929047 10314513540809589920  9670061457442389423 13583018020760446021  2715532733751654184 
 7678147605485752987  5876280886379953231 16625559097393322883  5994974997367169157 15481873203711619699 
17725659894307499341 13483939960433850605  4688670448424677074 17936980022021538000 10431882225146275152 
   67136718663389489 10267542957976251495  1201345886721037910  7684721216694728561 17465581412796816839 
 3959638384356035747 11337069877421535508  1765382420084353108  1748395642969129274  8983802490315840274 
 5715703798888121023  4182774634500422528 13005753758532013755 11147206959910045421 14210830541638936308 
18158816417863751224  4280554651063714536 18250251320824429616  9003273914966554112   929403781253183791 
10180235105523563297  8603866337637928334  1701765565382115531 18273570894021903248 12971417994060803436 
 6153320521879489979 10643873295346931387 13006820941942304108 13782704375164625964 16019059471328504143 
 3785297036507648516  5587668931094935676 17387197881113436934  6288874846066057355  6379316917757908002 
14636177194470561935  9415021848735289962  7373328897858278272  9495373273156374402  5003093642019595933 
 5529793323614662148  8703189551100730255  8973500906571778495 10355273341247596854 16504346037724026121 
 8724389490911562371  9737407594384538984 11366616416906697850  4970703839977116995 16078738895227475769 
 3715861548912168540  5564132316061013601  2244502481767021051  5888309055154857375  5091977719310414082 
 9430576827588139014 14769579460424379553  5810693932394867041  4856732759106110006  4793142822693700998 
 1575879687740028745  9909426139205563890 17505129462753360399 10925395553403603786 16761737089487878968 
11056360659663730354   399882908143298701 11742834239754677609   680513095942955933  9032140662930454531 
 1771373520937212314  5986601369755298792 15324863346270412856  8560853081019231772  7224036960536158141 
 5819955917741101497  3142680172279226016 15080436571294931893  8146411653991306918  5390331677057761529 
17442362957830620423 17978525741911285622  1298352302257950520  8426800206223982348 16411680652142108146 
 3635386906984377642  6849668402406625082 15910958352179743238  9522171605726763691 15420616876201296425 
13721895468569419511 11183242322654937568  5058768482922586932  5152503461138695199 15442014101174697784 
 8119755112658247731  8445344299294277886  4018011058737259834 16758900709410576328 13820301230153723322 
 1149346201032011462 12230833946192083019  5411130035230799443  4272421209336519100 12746664119848477074 
13920185393890410783  9986291806387136329 17885157027136774096 12413598343222189913 10273031048083694928 
12248075340366368582 14862445339599416399 14738363553602131239  8637730260674297558 15859087396583084277 
 7211559849560398182  6360696326123261368  1470936441188885338 13639357412829610738 15449888186370060191 
13161230739969605967  1830088497482347151  5372206275269568153 14423899265169507799 14971911650342130388 
 8007347045560591785 12448905655996799737  7114089380403528532  7789130201908761113 16311951409015469235 
13135230346740151187 10053541496956671454  2254616585165636618  4172028230783080784  1292274603222027532 

1000 outputs of genrand64_real2()
0.358078025462124 0.089817994168483 0.444912349014909 0.677539530359482 0.429365090116925 
0.819952242760848 0.235045419908836 0.737291880234039 0.377885967677041 0.258625080934462 
0.943406579838753 0.018920225194488 0.889795541412669 0.583569281019248 0.680202626963799 
0.238628691197154 0.130729423931872 0.535725782440802 0.551066927782121 0.731993368057780 
0.070194939062981 0.277804618379717 0.770171397128278 0.392932020836146 0.926350332220445 
0.460308378388330 0.447534075249546 0.020124940782985 0.580466996176442 0.581538014452085 
0.991590238580638 0.510938997672975 0.271024732410901 0.689378986086761 0.853425234748746 
0.614217888418426 0.192706591902273 0.761198947088341 0.094757848528409 0.248555584459367 
0.936525320372221 0.772121425156194 0.618404556318575 0.156014421514551 0.664755344037800 
0.313137629350085 0.299703133876421 0.584916556334630 0.622198986164454 0.894011790598936 
0.221239541244460 0.557479996641358 0.423081369704352 0.961174242695688 0.176724988938999 
0.892045122871923 0.921054074519038 0.723456641227987 0.444206735809793 0.963647988474186 
0.929283201777780 0.335895660080421 0.461302387441551 0.319784836889050 0.134224651376256 
0.742577203780282 0.945871902359214 0.272372166500631 0.113181292433721 0.879613919584745 
0.761407865009006 0.657175590257228 0.233255278729742 0.709147312168800 0.844246990077797 
0.833463742230304 0.625809006275469 0.177908045211111 0.270194968490715 0.869551250613759 
0.293338774412581 0.618801029324240 0.560506526155415 0.251648315156087 0.809412875387237 
0.906393811608963 0.656291256044117 0.916017890825585 0.835411948015001 0.511912899067122 
0.184085924371872 0.286399447992259 0.288615389991436 0.535909113387720 0.271152179469697 
0.819706600280284 0.245046619304262 0.811729644599669 0.210255079648816 0.649874415412946 
0.995661672971021 0.910601480560968 0.985312503952894 0.789194522700650 0.942589417470485 
0.323941486356526 0.095316878275174 0.273674261054531 0.743836727334665 0.142198380034106 
0.896664561486452 0.185867135671459 0.661551611650617 0.410471246336530 0.130954106896058 
0.099577493352331 0.449158265258663 0.575942058608175 0.482659547714197 0.143986412055330 
0.643042820895478 0.743405910032770 0.934195203971964 0.377885575632254 0.437537813584810 
0.053369649599485 0.484770234094549 0.197245744779637 0.126037211957165 0.889878420910430 
0.684262462282157 0.962107673428055 0.688697065958444 0.538925667532304 0.772628700623982 
0.267790391508967 0.603142647688327 0.398095326832453 0.087798677216740 0.091314987217510 
0.968466866643310 0.311554759032596 0.378671045669733 0.934008667533361 0.442661104444013 
0.749877737914264 0.370737608351155 0.263950121797699 0.836046459929713 0.489392515817440 
0.361615989944528 0.671098239090027 0.069245956115845 0.152545620138002 0.674333947434543 
0.909189848034022 0.369179611760894 0.281816342573040 0.315488638080399 0.475248829915973 
0.972506265802217 0.354143364878363 0.181678115800483 0.603242523931259 0.973744654880471 
0.760436416162848 0.836518745486782 0.333551772380834 0.911479901524855 0.522419611875517 
0.639491689616068 0.352217403770805 0.798261897509077 0.230645649242523 0.861187533421840 
0.213372968131194 0.359365177172409 0.621875445355784 0.115104208688164 0.846774751969642 
0.289197390761540 0.327942308099881 0.489952553496009 0.897462405450797 0.137313750624635 
0.852526365959195 0.294930958092952 0.746561936680714 0.519973561712524 0.693830257540654 
0.768048511353184 0.966387122352033 0.250803586184559 0.377257663203619 0.296724137992671 
0.650310933910083 0.970005001849478 0.056624221284873 0.753524273309141 0.580349218173737 
0.420283777843502 0.351055977821804 0.016900585361041 0.082663567905849 0.418442077621376 
0.808806296200651 0.568349031642100 0.348505250200646 0.298051001682000 0.356402509761473 
0.821776413620878 0.095354136183261 0.006448381130765 0.996405125651132 0.543942628248527 
0.403662769770294 0.940102519949509 0.907452515732645 0.601907072820526 0.158912249802144 
0.870621076736232 0.059867257410525 0.095243441083659 0.324782748382725 0.182348700434847 
0.183575385119406 0.530368264231297 0.750296973504678 0.566585630429142 0.870635076347363 
0.902586848845248 0.393115937276301 0.521085603646480 0.297391530712374 0.211618781652158 
0.596848437959157 0.956179493276767 0.699207659291552 0.175184689550461 0.915241298128091 
0.899386608106889 0.508824552279352 0.873144051104536 0.899439297521715 0.799633034024486 
0.418478979092881 0.034863308697035 0.545435966350422 0.463094816157547 0.930549124900884 
0.068714332482642 0.271927159975088 0.308628933865597 0.217331752882923 0.112362916804011 
0.295536601024865 0.154528137985604 0.114890139445695 0.594196036162462 0.372398303140822 
0.890408031125146 0.778884007944838 0.570784687523702 0.454803303681000 0.891284543116186 
0.592745764368744 0.645233306465571 0.176054293155970 0.765891946006137 0.896511430576259 
0.710390649861530 0.674453226231111 0.046185712795752 0.596509920692423 0.660032654637606 
0.545187364131183 0.177660979963156 0.133275465437431 0.041312476643550 0.931770616012799 
0.315775198180565 0.480628017930379 0.881760062235806 0.587129794340760 0.890512289981660 
0.852854856762361 0.991143800135567 0.406016200169112 0.557089025516510 0.962524158564518 
0.108059192792869 0.267502013035954 0.672458370084295 0.830315976837963 0.572374738301651 
0.914941607221410 0.824222683484554 0.486386927869644 0.746391368721865 0.941346831745022 
0.411015811096019 0.770309410332576 0.477088830114451 0.398970670936044 0.911662086780882 
0.608037165213474 0.166161248528720 0.989809021095251 0.635831739272287 0.221065241347295 
0.127222216474389 0.854732883915339 0.419652740349794 0.281793001824815 0.425471779030182 
0.355697660968162 0.165834170388411 0.531020603673740 0.926598389675804 0.091765065898192 
0.526084901183078 0.929110067876844 0.439709045084178 0.206365239142211 0.701420769507206 
0.994256411406926 0.055295851186010 0.768135698683565 0.754277338476536 0.322166503560055 
0.525175928023710 0.193551049768347 0.692979770104451 0.817197789652206 0.510583220332850 
0.543378055368309 0.360516581685550 0.985473360743098 0.274988396328127 0.930795974809397 
0.228941255696877 0.896497428787713 0.000477902472429 0.772199470200665 0.907326288553058 
0.480857566630688 0.841493234166651 0.000447062373171 0.732605387598016 0.182331450458587 
0.290190486095716 0.997688282425541 0.264398531230137 0.645186707389270 0.733597173449145 
0.231380676312446 0.347612673255615 0.625950426016045 0.455979754769295 0.139145519985598 
0.263202608107525 0.777758062302556 0.291126764206295 0.218269452127421 0.397136992346399 
0.499472113762263 0.701949621686992 0.978589775100177 0.350781516376304 0.162620620718632 
0.622380635497452 0.887428390355894 0.549031238379349 0.694736667403209 0.023704045880670 
0.002184416309302 0.314038937866019 0.362938104480491 0.196133642576642 0.261621009962357 
0.437962751243637 0.302724226773722 0.308359384082961 0.976562167619844 0.194835348621112 
0.223030981327016 0.862653331669133 0.634604120436588 0.786053141208938 0.022474715536209 
0.925429590526351 0.093621969650467 0.332911879264879 0.873466078389219 0.806998702718009 
0.740874650736064 0.192945407086058 0.100394114084460 0.298100358356347 0.525612689941624 
0.526906455623866 0.448270759777926 0.052193689607407 0.018044091049986 0.117627085091858 
0.688977769121376 0.426185404555781 0.887649101007574 0.592202602799466 0.412272486254869 
0.031624206725059 0.446744625082990 0.932999223527971 0.022020396095595 0.197467024360326 
0.347734115813093 0.603675578151431 0.657990504804751 0.070790369112213 0.695258802642323 
0.340563240645655 0.715196286012425 0.986878612508731 0.521239976432879 0.802074907620982 
0.445523333536097 0.232769293458224 0.497751133773611 0.386844911971584 0.701872696010348 
0.479928519175910 0.364366684079770 0.707929936886702 0.702043583838545 0.726626679911455 
0.842195396473355 0.645421357660477 0.604219138773501 0.757063385076466 0.105612372349261 
0.887397745817044 0.993780745606312 0.149027861362815 0.649018087711384 0.478528249831734 
0.355483804761448 0.533180976627828 0.931264936159842 0.772559443533774 0.806251313355137 
0.329793285920664 0.238502435988567 0.648258922124092 0.294819855319804 0.090968988161447 
0.643804491377387 0.063476133599318 0.072893560576184 0.138728279860304 0.428447487566857 
0.992259219571389 0.648522970002371 0.262391339874453 0.969084629017744 0.376484737985665 
0.491115975203162 0.118813774490346 0.504407330080605 0.125754920351352 0.209692287053274 
0.313877043799333 0.603732797012209 0.059233458765744 0.294191371877932 0.673021664991510 
0.892582373326360 0.450214572976821 0.900026572349643 0.201850833426958 0.688075478206621 
0.116956922230949 0.618491067002986 0.335268722996409 0.634420377170961 0.002570513523159 
0.872631827755715 0.059134188388370 0.338526375510609 0.728060928648683 0.262310873501839 
0.578688388621818 0.705886472952605 0.265068023782484 0.506268955834575 0.144363103703764 
0.248774734441266 0.453463048833718 0.046075095410745 0.475877474524199 0.056544289484783 
0.089635172142960 0.851537907255114 0.177489190013358 0.190126697099707 0.874405682691882 
0.346417697455927 0.164969491779609 0.794528218990276 0.954782629426253 0.988940222134633 
0.387177917615088 0.058042972302003 0.772949675858039 0.962334386518424 0.572094510935489 
0.511467039283368 0.111690099647606 0.347506976340118 0.386198299385703 0.198887397424328 
0.126437580719905 0.040741196190382 0.200537339403523 0.723104392846295 0.524492350529770 
0.004585584803179 0.305876416204610 0.018469701156079 0.272186188102687 0.602724332480595 
0.589508202346433 0.992568741825239 0.800510198897962 0.122382911533534 0.820185744989183 
0.391545380331661 0.369664472865912 0.989025511099904 0.735889590850999 0.047352162440661 
0.910198356093058 0.117530168540104 0.577234751704055 0.220025606224912 0.918671434289904 
0.532689768778887 0.936945363206951 0.267801881242338 0.937442190526877 0.671597579052323 
0.372850384484125 0.290487617127580 0.074392945650198 0.952144581963557 0.516732341345473 
0.205215976631295 0.308633010545637 0.693009782730661 0.025792921950046 0.252115146099237 
0.573475339179693 0.845577757986117 0.633216943912118 0.631414047483220 0.942809932270126 
0.548457084563876 0.698716736455985 0.871165456743989 0.218581627006925 0.799751142363112 
0.923105259057990 0.624368859964948 0.482945206592002 0.830753440684261 0.939285763389959 
0.724195988465906 0.347129335706803 0.165258207797057 0.594488378626943 0.990121056673186 
0.206234219115934 0.729656184009782 0.193582970476144 0.772332299596441 0.756307119875745 
0.775882018549836 0.038016632177864 0.324525022003758 0.654641149845052 0.698688876982494 
0.843059981031404 0.634894193457119 0.030728595685830 0.737951935825742 0.491291008276443 
0.150711736282148 0.570774507333929 0.268491324273108 0.619897527977538 0.711777530724330 
0.271845616579104 0.792087605569981 0.261419441242696 0.410516082025681 0.316476439987333 
0.391846905757634 0.361999762866614 0.161982139144010 0.528714057673349 0.069420832962406 
0.029878158865538 0.338230965611101 0.874438131548703 0.258746714221631 0.711919923166204 
0.300004729443259 0.875122656446279 0.261797797468964 0.513718731440460 0.411307342480693 
0.106714578252639 0.234686874633064 0.595537943241284 0.591813127885882 0.456019598882687 
0.051075135100330 0.803273078217289 0.132548919205697 0.364826230854351 0.417431341308249 
0.030492511697372 0.142410666847394 0.197835162300289 0.604194706227033 0.319478045841834 
0.120237897586851 0.598383291746482 0.948117034715607 0.013425503823484 0.516951656634087 
0.130075199229989 0.346905520200701 0.525812581217419 0.462098889902227 0.183190403192541 
0.789101841576841 0.319437236247383 0.669548027437233 0.846806480563130 0.030010296868906 
0.144774718789684 0.395673493508975 0.189052231702868 0.547885956993907 0.566847758071040 
0.506593964310493 0.565841042350043 0.874009381605084 0.631025294880569 0.755775165617540 
0.717569175853076 0.387455557304351 0.036177627541063 0.808062439108184 0.601901457504698 
0.954066554310678 0.618858335334588 0.530980719800702 0.863776988449594 0.809817216431630 
0.023914043654857 0.534952793241112 0.938835989116679 0.487883158150648 0.861991876464721 
0.371485789552091 0.665556703406348 0.249201069415558 0.187154126995887 0.175044791596184 
0.148340416424531 0.037213201196945 0.646119936739923 0.648567210331219 0.935735356963581 
0.225298811698211 0.733846309628725 0.579931458861933 0.036038697130855 0.598799589254778 
